2025-07-15 01:22:12.009 | INFO     | maas.ext.maas.scripts.optimizer:_optimize_graph_maas:117 - maas/ext/maas/scripts/optimized/HumanEval/train/round_2
2025-07-15 01:27:46.363 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:27:46.363 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:27:52.422 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:27:52.422 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:27:52.849 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:27:52.849 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:27:56.007 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:27:56.007 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:27:59.007 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:27:59.008 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:28:46.985 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:183 - 开始计算log 和vae的loss了================================================================================================
2025-07-15 01:28:47.231 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:210 - Repetition 1: Batch 1 RL Loss: 9.9834, VAE Loss: 0.0100, Total: 9.9834
2025-07-15 01:29:38.851 | INFO     | maas.ext.maas.scripts.optimizer:_optimize_graph_maas:117 - maas/ext/maas/scripts/optimized/HumanEval/train/round_3
2025-07-15 01:29:38.892 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:144 - Starting training repetition 1/4
2025-07-15 01:29:47.614 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:29:47.830 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:29:50.717 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:29:50.717 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:29:51.597 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:29:51.597 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:29:56.595 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:29:56.596 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:30:01.221 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:30:01.221 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:30:25.491 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:30:25.492 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:30:46.875 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:30:46.876 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:31:03.736 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:183 - 开始计算log 和vae的loss了================================================================================================
2025-07-15 01:31:03.966 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:210 - Repetition 1: Batch 1 RL Loss: 7.5212, VAE Loss: 0.0100, Total: 7.5212
2025-07-15 01:31:15.718 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:31:15.718 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:31:19.231 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:31:19.232 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:31:22.913 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:31:22.914 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:31:33.833 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:31:33.833 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:32:25.360 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:32:25.360 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:32:55.196 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:183 - 开始计算log 和vae的loss了================================================================================================
2025-07-15 01:32:55.222 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:210 - Repetition 1: Batch 2 RL Loss: 12.9644, VAE Loss: 0.0100, Total: 12.9645
2025-07-15 01:33:25.942 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:183 - 开始计算log 和vae的loss了================================================================================================
2025-07-15 01:33:25.962 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:210 - Repetition 1: Batch 3 RL Loss: 3.1065, VAE Loss: 0.0101, Total: 3.1065
2025-07-15 01:33:29.218 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:33:29.219 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:33:36.181 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:33:36.181 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:33:36.198 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:183 - 开始计算log 和vae的loss了================================================================================================
2025-07-15 01:33:36.214 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:210 - Repetition 1: Batch 4 RL Loss: 5.3577, VAE Loss: 0.0101, Total: 5.3577
2025-07-15 01:33:39.245 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:33:39.246 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:34:18.128 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:183 - 开始计算log 和vae的loss了================================================================================================
2025-07-15 01:34:18.150 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:210 - Repetition 1: Batch 5 RL Loss: 5.3968, VAE Loss: 0.0102, Total: 5.3968
2025-07-15 01:35:24.517 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:183 - 开始计算log 和vae的loss了================================================================================================
2025-07-15 01:35:24.542 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:210 - Repetition 1: Batch 6 RL Loss: 6.3699, VAE Loss: 0.0102, Total: 6.3699
2025-07-15 01:35:27.833 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:35:27.833 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:35:30.992 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:35:30.993 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:35:34.385 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:35:34.385 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:35:58.379 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:183 - 开始计算log 和vae的loss了================================================================================================
2025-07-15 01:35:58.411 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:210 - Repetition 1: Batch 7 RL Loss: 5.7832, VAE Loss: 0.0104, Total: 5.7832
2025-07-15 01:36:10.469 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:36:10.469 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:36:12.807 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:36:12.808 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:36:18.008 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:36:18.008 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:36:22.823 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:36:22.823 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:36:41.645 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:183 - 开始计算log 和vae的loss了================================================================================================
2025-07-15 01:36:41.690 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:210 - Repetition 1: Batch 8 RL Loss: 6.8777, VAE Loss: 0.0104, Total: 6.8777
2025-07-15 01:36:45.367 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 01:36:45.367 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 01:36:48.049 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:183 - 开始计算log 和vae的loss了================================================================================================
2025-07-15 01:36:48.055 | INFO     | maas.ext.maas.benchmark.benchmark:evaluate_all_problems:210 - Repetition 1: Batch 9 RL Loss: 5.8350, VAE Loss: 0.0106, Total: 5.8350
2025-07-15 01:36:48.193 | INFO     | maas.ext.maas.benchmark.benchmark:save_results_to_csv:86 - Results saved to maas/ext/maas/scripts/optimized/HumanEval/train/round_3/0.84848_20250715_013648.csv
2025-07-15 01:36:48.193 | INFO     | maas.ext.maas.benchmark.benchmark:run_evaluation:258 - Average score on HumanEval dataset: 0.84848
2025-07-15 01:36:48.371 | INFO     | maas.ext.maas.benchmark.benchmark:run_evaluation:264 - Saved controller parameters to maas/ext/maas/scripts/optimized/HumanEval/train/round_3/HumanEval_controller_sample4.pth
2025-07-15 01:36:48.372 | INFO     | maas.ext.maas.benchmark.benchmark:run_evaluation:265 - Successfully Finish Training
2025-07-15 01:36:48.377 | INFO     | maas.ext.maas.scripts.optimizer:optimize:96 - Score for round 1: 0.8484848484848485
2025-07-15 02:21:16.426 | INFO     | maas.ext.maas.scripts.optimizer_utils.graph_utils:load_graph_maas:31 - Error loading graph: cannot import name 'EarlyStop' from 'maas.ext.maas.scripts.optimized.HumanEval.train.template.operator' (/home/sujinwei/grpo_train_flow/MaAS/maas/ext/maas/scripts/optimized/HumanEval/train/template/operator.py)
2025-07-15 02:22:42.133 | INFO     | maas.ext.maas.scripts.optimizer:test:157 - maas/ext/maas/scripts/optimized/HumanEval/train/round_3/HumanEval_controller_sample4.pth
2025-07-15 02:22:53.600 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:22:54.014 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:22:54.272 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:22:54.272 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:22:54.522 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:22:54.522 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:22:55.418 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:22:55.418 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:22:55.519 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:22:55.520 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:22:59.535 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:22:59.535 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:23:00.214 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:23:00.214 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:23:00.354 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:23:00.354 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:23:05.760 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:23:05.760 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:23:08.748 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:23:08.748 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:23:08.963 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:23:08.963 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:23:11.013 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:23:11.013 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:23:13.379 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:23:13.379 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
2025-07-15 02:23:14.274 | INFO     | maas.utils.token_counter:count_input_tokens:396 - Warning: model qwen2.5:7b not found in tiktoken. Using cl100k_base encoding.
2025-07-15 02:23:14.274 | WARNING  | maas.provider.openai_api:_calc_usage:268 - usage calculation failed: num_tokens_from_messages() is not implemented for model qwen2.5:7b. See https://cookbook.openai.com/examples/how_to_count_tokens_with_tiktoken for information on how messages are converted to tokens.
